Time stamp,X-axis reading,Y-axis reading,Z-axis reading,labels
122576,1848,2345,2006,7
122577,1883,2399,1941,7
122578,1846,2332,2012,4
122579,1968,2374,2113,1
122580,1898,2387,1974,7
122581,1808,2566,2067,4
122582,1973,2370,2125,1
122583,1966,2361,2140,1
122584,1914,2381,1997,7
122585,1881,2381,1995,7
122586,1904,2385,1982,7
122587,1872,2377,2000,7
122588,1917,2386,1990,7
122589,1955,2378,2101,1
122590,1838,2567,2158,4
122591,1897,2375,2066,7
122592,1882,2376,1973,7
122593,1914,2389,2011,7
122594,1903,2390,2007,7
122595,1892,2383,1994,7
122596,1902,2385,1985,7
122597,1969,2365,2134,1
122598,1956,2379,2108,1
122599,1870,2309,2124,5
122600,1907,2389,1999,7
122601,1892,2381,1995,7
122602,1867,2376,2009,7
122603,1901,2385,2008,7
122604,1883,2379,1989,3
122605,1911,2361,2071,4
122606,1871,2319,2024,4
122607,1880,2395,2006,7
122608,1867,2371,2084,7
122609,1969,2379,2110,1
122610,1907,2388,2002,7
122611,1894,2384,2032,3
122612,1910,2413,1992,3
122613,1903,2386,1979,7
122614,1909,2382,1982,7
122615,1966,2371,2134,1
122616,1870,2376,1995,7
122617,1897,2386,1999,7
122618,1975,2352,2185,4
122619,1875,2379,2008,7
122620,1868,2372,2077,4
122621,1887,2382,2030,3
122622,1906,2382,1963,7
122623,1907,2401,2050,7
122624,1912,2387,2033,3
122625,1904,2384,1960,7
122626,1901,2385,2039,3
122627,1937,2354,2058,7
122628,1893,2387,1999,7
122629,1892,2378,2058,7
122630,1984,2326,2183,4
122631,1845,2323,2038,4
122632,1912,2387,2004,7
122633,1894,2380,1963,7
122634,1967,2368,2135,1
122635,1915,2382,1993,7
122636,1842,2408,2073,4
122637,1875,2382,2012,7
122638,1877,2367,1993,7
122639,1899,2381,2084,7
122640,1912,2388,1986,7
122641,1839,2363,2138,7
122642,1901,2390,1992,7
122643,1873,2375,1982,3
122644,1910,2385,2039,7
122645,1972,2376,2125,1
122646,1868,2364,1988,7
122647,1863,2366,2001,7
122648,1903,2387,1974,7
122649,1896,2379,2079,7
122650,1893,2386,1989,3
122651,1880,2383,1995,3
122652,1811,2525,2143,4
122653,1944,2381,2100,4
122654,1867,2378,2001,7
122655,1886,2351,2080,4
122656,1897,2390,2007,7
122657,1907,2390,1988,7
122658,1811,2391,2094,4
122659,1889,2381,1993,3
122660,1975,2373,2124,1
122661,1869,2374,1996,7
122662,1901,2379,1991,7
122663,1890,2374,2087,7
122664,1882,2379,1979,3
122665,1906,2385,1964,7
122666,1906,2346,2002,4
122667,1876,2330,2020,4
122668,1865,2361,2071,4
122669,1924,2379,2052,7
122670,1879,2379,1999,7
122671,1878,2381,1998,7
122672,1880,2377,1996,7
122673,1887,2378,1992,7
122674,1898,2377,1975,7
122675,1855,2365,2058,7
122676,1977,2373,2129,1
122677,1911,2265,1988,4
122678,1893,2377,1986,4
122679,1846,2354,2069,5
122680,1909,2386,2007,7
122681,1900,2380,1973,7
122682,1908,2330,2034,4
122683,1915,2383,1977,7
122684,1892,2332,2018,4
122685,1914,2393,2038,7
122686,1906,2385,1975,7
122687,1871,2503,1948,4
122688,1907,2388,2008,7
122689,1969,2377,2102,1
122690,1882,2479,2094,5
122691,1931,2445,2061,4
122692,1909,2386,1991,7
122693,1914,2293,2032,4
122694,1892,2380,1974,7
122695,1922,2279,2058,4
122696,1969,2369,2123,1
122697,1902,2379,1995,7
122698,1863,2424,2005,6
122699,1899,2281,2033,4
122700,1934,2386,2023,7
122701,1959,2378,2112,1
122702,1955,2382,1992,7
122703,1968,2374,2123,1
122704,1796,2499,2002,4
122705,1808,2418,2008,4
122706,1886,2378,1997,7
122707,1924,2388,2044,7
122708,1923,2388,2057,7
122709,1906,2241,2052,6
122710,1977,2376,2117,1
122711,1908,2457,2032,4
122712,1900,2389,1972,7
122713,1872,2319,2038,4
122714,1881,2364,1996,7
122715,1974,2371,2119,1
122716,1888,2385,2004,7
122717,1889,2387,2035,3
122718,1906,2363,2073,3
122719,1943,2375,2127,1
122720,1971,2372,2122,1
122721,1976,2360,2149,1
122722,1912,2377,1986,7
122723,1966,2373,2129,1
122724,1857,2435,2040,6
122725,1886,2297,2008,4
122726,1964,2370,2134,1
122727,1917,2378,2052,7
122728,1963,2385,2049,7
122729,1970,2374,2117,1
122730,1914,2369,2182,1
122731,1835,2384,1977,7
122732,1911,2263,2063,4
122733,1973,2371,2123,1
122734,1931,2390,1988,7
122735,1901,2389,2064,7
122736,1986,2373,2129,1
122737,1902,2387,1979,7
122738,1866,2381,2003,7
122739,1905,2379,1967,7
122740,1892,2381,1964,3
122741,1887,2323,1989,4
122742,1977,2377,2128,1
122743,1896,2379,1992,3
122744,1883,2379,2055,7
122745,1918,2388,1992,7
122746,1940,2419,2160,5
122747,1900,2380,1987,7
122748,1874,2378,1974,3
122749,1897,2375,1972,7
122750,1927,2375,2104,7
122751,1927,2388,2088,7
122752,1893,2383,1973,7
122753,1879,2397,1993,7
122754,1927,2412,2034,7
122755,1960,2375,2111,1
122756,1872,2387,2006,7
122757,1907,2384,1986,7
122758,1905,2382,1978,7
122759,1922,2282,2030,4
122760,1905,2379,1987,7
122761,1998,2387,2097,7
122762,1968,2378,2126,1
122763,1843,2334,2028,4
122764,1961,2379,2112,1
122765,1915,2390,2033,7
122766,1975,2369,2130,1
122767,1913,2385,1981,7
122768,1953,2379,2113,1
122769,1975,2379,2123,1
122770,1978,2381,2108,1
122771,1861,2384,2059,7
122772,1818,2450,2023,4
122773,1874,2379,2005,7
122774,1899,2387,2025,7
122775,1907,2382,1970,7
122776,1870,2377,1992,7
122777,1864,2425,2101,4
122778,1906,2385,1990,7
122779,1973,2367,2124,1
122780,1892,2390,1988,7
122781,1958,2341,2169,1
122782,1914,2375,2082,7
122783,1957,2388,1975,7
122784,1952,2379,2107,1
122785,1882,2376,1993,7
122786,1891,2315,1972,4
122787,1909,2278,2044,4
122788,1948,2381,2106,1
122789,1890,2385,1995,3
122790,1919,2383,1997,7
122791,1913,2382,2083,7
122792,1889,2391,2008,3
122793,1807,2433,2004,4
122794,1891,2339,1993,4
122795,1907,2383,1966,7
122796,1913,2385,1995,7
122797,1943,2337,2120,1
122798,1880,2382,2003,7
122799,1902,2382,1966,7
122800,1965,2396,2034,3
122801,1889,2332,2080,4
122802,1875,2376,2004,7
122803,1969,2332,2168,5
122804,1967,2372,2124,1
122805,1976,2371,2132,1
122806,1897,2381,1971,7
122807,1912,2382,1978,7
122808,1910,2383,1995,7
122809,1952,2373,2114,1
122810,1881,2378,1994,7
122811,1885,2381,1993,7
122812,1904,2379,2080,7
122813,1944,2383,2000,7
122814,1953,2351,2130,1
122815,1837,2381,2117,4
122816,1837,2368,2026,7
122817,1909,2388,2002,7
122818,1885,2386,1991,3
122819,1881,2454,2052,4
122820,1895,2385,1988,7
122821,1958,2373,2111,1
122822,1856,2511,2088,4
122823,1959,2379,2112,1
122824,1889,2385,2011,7
122825,1890,2393,1970,3
122826,1904,2383,1967,7
122827,1879,2381,1982,3
122828,1973,2374,2127,1
122829,1980,2347,2150,4
122830,1900,2385,1986,7
122831,1903,2389,2056,7
122832,1967,2371,2136,1
122833,1873,2380,2002,7
122834,1827,2568,2018,4
122835,1903,2381,1974,7
122836,1893,2382,2023,4
122837,1884,2377,1972,7
122838,1876,2387,2154,7
122839,1909,2388,1998,7
122840,1912,2392,2050,3
122841,1871,2376,2011,7
122842,1903,2383,1967,7
122843,1905,2386,1979,7
122844,1900,2385,2040,3
122845,1886,2382,1982,7
122846,1894,2380,2065,7
122847,1888,2378,1998,7
122848,1902,2383,1977,7
122849,1864,2376,2037,7
122850,1880,2376,2005,7
122851,1945,2401,2003,7
122852,1914,2387,1984,7
122853,1889,2380,2003,7
122854,1954,2379,2112,1
122855,1899,2385,1999,7
122856,1888,2287,2014,4
122857,1909,2383,1976,7
122858,1874,2377,1991,7
122859,1905,2394,1978,3
122860,1916,2371,1976,7
122861,1899,2384,1981,7
122862,1965,2371,2124,1
122863,1909,2382,2074,7
122864,1914,2377,1975,7
122865,1961,2385,2100,1
122866,1910,2386,1991,7
122867,1896,2288,2087,5
122868,1894,2382,2018,7
122869,1927,2389,2090,7
122870,1912,2383,2006,7
122871,1872,2384,1997,7
122872,1887,2376,1988,7
122873,1881,2378,1990,7
122874,1964,2368,2135,1
122875,1871,2376,1989,7
122876,1913,2375,2031,7
122877,1881,2376,1981,7
122878,1931,2377,2046,7
122879,1906,2381,1968,7
122880,1890,2365,2176,7
122881,1838,2587,2069,4
122882,1903,2385,1973,7
122883,1935,2381,2103,7
122884,1825,2562,2067,4
122885,1970,2381,2120,1
122886,1892,2319,2051,4
122887,1928,2388,1991,7
122888,1880,2298,2006,4
122889,1879,2379,1985,7
122890,1908,2386,2015,3
122891,1990,2297,2163,4
122892,1961,2375,2109,1
122893,1877,2413,2068,6
122894,1970,2371,2110,1
122895,1844,2382,2046,5
122896,1904,2387,1990,7
122897,1872,2375,1976,7
122898,1975,2376,2113,1
122899,1890,2384,1994,7
122900,1898,2347,2054,4
122901,1891,2386,2022,3
122902,1910,2384,2036,3
122903,1865,2374,2003,7
122904,1976,2378,2121,1
122905,1899,2417,2045,4
122906,1898,2383,2086,7
122907,1947,2378,2105,1
122908,1971,2369,2134,1
122909,1869,2380,1994,7
122910,1907,2384,1987,7
122911,1907,2384,1993,7
122912,1873,2366,2080,7
122913,1917,2383,1983,7
122914,1873,2383,1989,3
122915,1911,2385,2001,7
122916,1981,2374,2123,1
122917,1883,2382,1989,7
122918,1909,2383,1965,7
122919,2015,2367,2182,6
122920,1970,2368,2136,1
122921,1776,2469,1991,4
122922,1901,2384,2022,7
122923,1911,2371,2137,5
122924,1924,2376,2105,7
122925,1858,2390,2125,4
122926,1900,2385,2027,4
122927,1899,2379,1976,7
122928,1893,2383,1980,3
122929,1981,2375,2126,1
122930,1931,2386,2069,7
122931,1937,2383,2063,7
122932,1806,2606,2053,4
122933,1899,2361,1997,7
122934,1913,2382,1998,7
122935,1968,2371,2126,1
122936,1987,2357,2162,1
122937,1906,2389,1982,7
122938,1916,2372,2085,7
122939,1908,2390,1979,7
122940,1906,2385,2076,7
122941,1835,2423,2025,4
122942,1961,2379,2105,1
122943,1874,2388,2046,4
122944,1908,2385,1965,7
122945,1903,2487,2032,4
122946,1878,2427,2106,4
122947,1905,2390,1990,7
122948,1968,2376,2117,1
122949,1976,2363,2155,1
122950,1872,2363,2123,7
122951,1876,2527,2154,5
122952,1903,2391,2034,3
122953,2012,2370,2127,4
122954,1910,2380,1980,7
122955,1900,2382,1973,7
122956,1975,2377,2120,1
122957,1898,2389,1984,7
122958,1895,2409,2072,3
122959,1894,2380,1998,7
122960,1904,2382,1976,7
122961,1820,2507,2031,4
122962,1837,2572,2051,4
122963,1958,2377,2109,1
122964,1879,2379,1993,7
122965,1846,2311,2138,4
122966,1891,2446,1954,4
122967,1917,2391,1999,7
122968,1917,2387,2000,7
122969,1909,2391,1991,7
122970,1903,2384,1973,7
122971,1970,2375,2056,4
122972,1907,2342,1991,3
122973,1967,2376,2114,1
122974,1890,2382,1987,3
122975,1853,2545,2079,4
122976,1915,2382,2079,7
122977,1872,2304,2013,4
122978,1891,2373,2012,5
122979,1865,2377,1992,7
122980,1908,2379,2092,7
122981,1889,2380,2009,7
122982,1876,2376,1981,7
122983,1879,2386,1999,7
122984,1905,2387,1995,7
122985,1966,2383,2104,1
122986,1893,2389,1981,7
122987,1867,2318,2059,4
122988,1883,2377,2070,7
122989,1895,2384,1977,7
122990,1963,2370,2125,1
122991,1887,2383,1995,7
122992,1915,2369,2120,7
122993,1969,2366,2133,1
122994,1881,2308,2049,4
122995,1975,2378,2109,1
122996,1884,2383,1979,7
122997,1904,2383,1967,7
122998,1970,2367,2133,1
122999,1830,2471,2092,4
123000,1939,2341,2065,4
123001,1913,2385,1998,7
123002,1903,2387,2032,7
123003,1964,2381,2094,1
123004,1967,2378,2114,1
123005,1926,2385,2065,7
123006,1918,2383,2033,3
123007,1889,2387,1988,7
123008,1891,2381,1990,7
123009,1826,2478,2015,4
123010,1960,2367,2140,1
123011,1894,2381,1996,7
123012,1932,2376,2119,7
123013,1951,2376,2010,7
123014,1909,2383,2071,7
123015,1929,2370,2147,1
123016,1821,2517,2072,4
123017,1920,2385,1993,7
123018,1962,2378,2115,1
123019,1885,2379,1983,7
123020,1895,2379,1969,7
123021,1905,2377,2026,7
123022,1906,2382,1971,7
123023,1955,2374,2114,1
123024,1958,2372,2114,1
123025,1897,2383,2014,3
123026,1913,2385,1988,7
123027,1922,2382,1981,7
123028,1929,2377,2105,7
123029,1970,2370,2136,1
123030,1879,2280,2001,4
123031,1961,2384,2113,1
123032,1976,2359,2155,1
123033,1954,2386,2098,1
123034,1922,2388,2053,7
123035,1893,2306,2009,4
123036,1899,2384,1973,7
123037,1916,2394,1994,7
123038,1903,2385,1987,7
123039,1905,2387,2064,7
123040,1902,2382,1982,7
123041,1881,2377,1972,3
123042,1883,2371,1994,3
123043,1931,2380,2102,7
123044,1911,2381,2031,3
123045,1912,2385,1995,7
123046,1976,2369,2121,1
123047,1897,2383,2026,3
123048,1909,2380,2023,4
123049,1971,2371,2123,1
123050,1851,2323,2027,4
123051,1957,2374,2117,1
123052,1893,2383,2007,3
123053,1950,2394,2013,7
123054,1888,2300,2012,6
123055,1848,2588,2085,6
123056,1900,2380,2014,7
123057,1923,2377,2116,7
123058,1961,2371,2123,1
123059,1980,2370,2141,1
123060,1886,2281,2007,4
123061,1870,2381,2005,7
123062,1984,2371,2133,1
123063,1988,2354,2168,1
123064,1910,2392,2026,7
123065,1954,2360,2139,1
123066,1883,2382,1995,7
123067,1910,2382,1990,7
123068,1885,2379,1988,7
123069,1869,2375,1994,7
123070,1909,2387,1985,7
123071,1874,2385,1979,3
123072,1956,2375,2100,1
123073,1910,2382,1969,7
123074,1878,2379,1980,3
123075,1923,2490,2175,5
123076,1960,2383,2121,1
123077,1909,2387,2035,7
123078,1910,2388,1989,7
123079,1918,2420,2151,4
123080,1895,2366,2051,7
123081,1902,2381,1988,7
123082,1977,2363,2155,1
123083,1888,2386,2003,3
123084,1808,2575,2057,4
123085,1922,2372,2119,7
123086,1882,2387,1990,7
123087,1907,2388,1998,7
123088,1971,2363,2114,1
123089,1970,2387,2077,7
123090,1900,2387,2069,7
123091,1743,2510,2026,4
123092,1908,2385,1996,7
123093,1967,2368,2137,1
123094,1918,2389,2015,7
123095,1962,2370,2118,1
123096,1908,2380,2055,7
123097,1891,2379,2089,7
123098,1965,2375,2119,7
123099,1915,2395,1989,7
123100,1862,2374,2013,7
123101,1951,2374,2118,1
123102,1967,2351,2128,6
123103,1884,2295,2046,4
123104,1907,2398,2011,7
123105,1881,2377,1972,7
123106,1861,2515,2135,4
123107,1867,2366,1976,7
123108,1878,2379,2000,7
123109,1873,2367,2151,1
123110,1956,2379,2110,7
123111,1895,2388,2015,7
123112,1972,2370,2111,1
123113,1966,2383,2099,1
123114,1910,2387,1999,7
123115,1970,2368,2114,1
123116,1906,2386,1994,7
123117,1909,2442,2123,4
123118,1905,2382,2021,7
123119,1974,2371,2114,1
123120,1889,2319,1985,6
123121,1901,2382,1971,7
123122,1891,2385,1996,7
123123,1898,2386,2029,3
123124,1927,2389,1987,7
123125,1974,2375,2120,1
123126,1972,2416,2119,4
123127,1953,2386,2089,1
123128,1882,2380,2003,7
123129,1964,2375,2119,1
123130,1879,2379,1994,7
123131,1908,2414,2108,4
123132,1898,2368,1984,3
123133,1981,2366,2131,1
123134,1881,2379,2012,7
123135,1871,2380,2007,7
123136,1955,2378,2113,1
123137,1905,2325,2000,3
123138,1967,2368,2141,1
123139,1928,2384,2098,7
123140,1902,2381,1984,7
123141,1891,2355,2118,7
123142,1866,2374,1991,7
123143,1925,2316,2187,5
123144,1967,2365,2132,1
123145,1931,2373,2056,3
123146,1916,2386,2007,7
123147,1967,2379,2114,1
123148,1887,2367,1988,7
123149,1982,2378,2113,1
123150,1952,2379,2093,1
123151,1933,2381,2105,7
123152,1899,2328,2052,1
123153,1911,2265,2064,5
123154,1847,2353,2062,4
123155,1896,2379,1966,3
123156,1888,2337,2049,4
123157,1910,2383,1966,7
123158,1904,2388,1985,7
123159,1930,2341,2063,4
123160,1920,2298,2075,5
123161,1897,2383,1984,3
123162,1967,2375,2109,1
123163,1968,2373,2127,1
123164,1883,2374,1961,7
123165,1906,2386,2006,7
123166,1913,2386,1985,7
123167,1957,2389,2133,1
123168,1985,2345,2154,4
123169,1888,2398,2022,4
123170,1910,2385,1967,7
123171,1919,2421,2009,7
123172,1825,2500,1979,4
123173,1883,2377,2007,7
123174,1900,2385,1965,7
123175,1924,2387,1989,7
123176,1845,2393,2007,7
123177,1884,2300,1975,3
123178,1848,2399,1983,7
123179,1964,2368,2132,1
123180,1971,2383,2105,1
123181,1881,2383,1997,7
123182,1961,2366,2121,1
123183,1918,2393,2026,7
123184,1862,2563,2028,4
123185,1886,2325,2087,5
123186,1891,2385,2020,7
123187,1880,2377,1988,7
123188,1899,2387,2022,3
123189,1895,2384,1985,7
123190,1966,2370,2119,1
123191,1879,2395,2056,7
123192,1898,2389,2031,3
123193,1918,2306,2079,5
123194,1901,2378,1979,7
123195,1975,2387,2014,7
123196,1790,2557,2079,4
123197,1906,2382,1975,7
123198,1883,2377,2010,7
123199,1817,2468,2038,4
123200,1884,2365,2031,7
123201,1896,2379,1990,7
123202,1859,2530,2149,4
123203,1879,2307,2057,4
123204,1909,2386,1974,7
123205,1874,2380,1992,7
123206,1909,2384,1989,7
123207,1897,2381,2049,7
123208,1970,2369,2135,1
123209,1893,2368,2029,7
123210,1973,2377,2119,1
123211,1902,2389,1996,7
123212,1891,2342,2024,4
123213,1886,2413,2059,7
123214,2289,2385,2032,1
123215,1910,2315,2050,4
123216,1909,2380,2130,7
123217,1914,2384,1991,7
123218,1962,2384,2093,1
123219,1909,2322,2036,2
123220,1886,2378,1974,7
123221,1977,2377,2114,1
123222,1874,2382,1993,7
123223,1909,2387,1987,7
123224,1887,2366,1995,7
123225,1868,2391,2096,4
123226,1961,2381,2090,1
123227,1895,2379,1988,7
123228,1889,2387,2043,2
123229,1897,2387,2042,7
123230,1833,2541,2030,4
123231,1887,2381,2017,7
123232,1905,2380,1987,7
123233,1905,2385,1969,7
123234,1942,2385,2063,7
123235,1922,2377,2114,7
123236,1880,2381,2043,4
123237,1970,2376,2117,1
123238,1904,2383,1988,7
123239,1962,2378,2136,1
123240,1897,2278,2023,4
123241,1968,2370,2135,1
123242,1854,2549,2036,4
123243,1905,2383,1994,7
123244,1885,2322,1999,4
123245,1862,2341,2030,4
123246,1888,2385,2031,3
123247,1966,2364,2136,1
123248,1945,2357,2171,1
123249,1909,2386,1976,7
123250,1880,2285,2018,4
123251,1921,2386,2066,7
123252,1965,2380,2110,1
123253,1893,2380,1993,7
123254,1939,2519,2150,4
123255,1802,2540,2034,4
123256,1936,2254,2031,4
123257,1889,2288,2064,4
123258,1964,2373,2116,1
123259,1884,2378,1997,7
123260,1879,2382,2001,7
123261,1959,2375,2089,1
123262,1923,2390,2051,7
123263,1939,2382,2095,4
123264,1919,2367,1988,7
123265,1923,2399,2000,7
123266,1909,2387,1985,7
123267,1930,2167,2027,6
123268,1889,2377,2075,7
123269,1902,2387,1989,7
123270,1841,2422,2035,4
123271,1907,2387,2006,7
123272,1915,2381,2065,4
123273,1882,2386,2080,7
123274,1915,2383,2056,7
123275,1897,2385,2003,7
123276,1971,2375,2118,1
123277,1956,2383,2093,1
123278,1886,2357,1994,4
123279,1921,2388,2015,7
123280,1958,2382,2097,1
123281,1877,2525,1941,4
123282,1900,2388,2033,3
123283,1970,2378,2127,1
123284,1984,2369,2127,1
123285,1979,2378,2125,1
123286,1960,2381,2112,1
123287,1898,2381,1975,7
123288,1958,2380,2107,1
123289,1922,2335,2137,4
123290,1875,2379,2002,7
123291,1963,2378,2111,1
123292,1891,2269,2012,4
123293,1909,2387,1993,7
123294,1971,2368,2118,1
123295,1893,2310,2031,4
123296,1958,2354,2094,1
123297,1975,2374,2121,1
123298,1913,2410,2046,7
123299,1877,2376,1986,3
123300,1927,2401,2180,4
123301,1872,2327,1989,4
123302,1901,2386,1971,7
123303,1906,2385,1992,7
123304,1961,2371,2135,1
123305,1907,2383,2054,7
123306,1906,2384,1984,7
123307,1908,2388,1974,7
123308,1971,2374,2117,1
123309,1888,2383,1996,7
123310,1961,2375,2112,1
123311,1998,2314,2125,4
123312,1959,2378,2105,1
123313,1868,2379,1997,7
123314,1881,2383,1983,7
123315,1913,2379,2065,7
123316,1962,2371,2123,1
123317,1913,2389,2012,4
123318,1915,2353,2056,4
123319,1876,2383,2009,7
123320,1889,2386,1991,7
123321,1881,2383,1988,7
123322,1908,2384,1980,7
123323,1871,2378,1977,6
123324,1979,2371,2133,1
123325,1913,2374,2111,7
123326,1872,2385,2011,7
123327,1952,2321,2113,5
123328,1967,2371,2137,1
123329,1901,2383,1981,7
123330,1884,2383,1987,7
123331,1909,2261,2134,5
123332,1903,2362,2147,4
123333,1891,2329,2004,6
123334,1887,2391,2005,7
123335,1899,2386,1974,7
123336,1884,2380,1993,7
123337,1887,2332,2046,4
123338,1975,2375,2124,1
123339,1932,2522,2037,5
123340,1928,2389,2048,7
123341,1869,2374,2007,7
123342,1894,2371,2099,7
123343,1897,2385,2025,7
123344,1913,2385,2018,3
123345,1925,2389,2056,7
123346,1912,2383,1992,7
123347,1915,2389,1976,7
123348,1977,2377,2108,1
123349,1893,2380,2029,7
123350,1899,2386,2035,3
123351,1910,2387,1977,7
123352,1870,2380,1994,7
123353,1901,2379,1971,6
123354,1876,2438,1999,4
123355,1907,2277,2053,4
123356,1801,2339,2094,2
123357,1912,2443,2048,4
123358,1971,2375,2134,1
123359,1971,2368,2127,1
123360,1824,2389,2144,4
123361,1870,2383,2003,7
123362,1963,2371,2131,1
123363,1885,2373,2088,7
123364,1939,2396,1924,7
123365,1918,2381,2096,7
123366,1878,2341,1990,4
123367,1895,2382,2009,7
123368,1978,2362,2152,1
123369,1868,2377,1991,7
123370,1961,2372,2129,1
123371,1906,2376,1982,7
123372,1975,2374,2127,1
123373,1973,2359,2159,1
123374,1884,2380,1997,7
123375,1894,2383,2030,3
123376,1844,2587,2045,4
123377,1907,2377,2022,3
123378,1844,2516,2118,3
123379,1950,2350,2112,4
123380,1882,2386,1985,7
123381,1909,2387,2001,7
123382,1892,2387,2000,7
123383,1886,2371,2008,7
123384,1890,2383,1986,7
123385,1960,2379,2104,1
123386,1898,2383,2033,3
123387,1946,2386,2096,1
123388,1912,2373,2102,7
123389,1842,2607,2187,3
123390,1911,2387,1998,7
123391,1872,2323,2077,5
123392,1871,2349,2021,4
123393,1916,2571,2190,3
123394,1894,2380,2009,7
123395,1969,2378,2097,1
123396,1880,2390,1987,7
123397,1874,2377,1999,7
123398,1887,2379,2041,4
123399,1897,2383,1995,7
123400,1956,2466,2219,5
123401,1841,2425,2034,4
123402,1979,2378,2061,4
123403,1860,2359,1968,7
123404,1940,2395,2117,3
123405,1962,2377,2114,1
123406,1879,2385,2002,7
123407,1913,2385,1970,7
123408,1912,2387,1986,7
123409,1967,2364,2133,1
123410,1869,2378,1985,3
123411,1882,2382,1990,3
123412,1919,2239,2041,4
123413,1939,2291,2239,5
123414,1799,2537,1983,4
123415,1911,2386,1990,7
123416,1923,2388,2052,7
123417,1964,2385,2097,1
123418,1903,2379,1971,7
123419,1905,2385,1979,7
123420,1909,2383,1965,7
123421,1891,2383,1995,7
123422,1898,2385,2002,7
123423,1978,2369,2119,1
123424,1961,2377,2118,1
123425,1990,2363,2126,4
123426,1905,2313,1972,4
123427,1946,2379,2108,1
123428,1902,2170,2013,5
123429,1878,2329,2039,4
123430,1973,2371,2137,1
123431,1879,2379,1989,7
123432,1879,2379,2020,7
123433,1944,2403,2156,4
123434,1882,2531,2042,4
123435,1908,2293,2050,4
123436,1913,2382,1967,7
123437,1896,2390,1990,7
123438,1960,2379,2119,1
123439,1915,2300,1996,4
123440,1887,2374,2098,7
123441,1880,2330,2036,4
123442,1970,2373,2116,1
123443,1961,2373,2109,1
123444,1867,2302,2061,4
123445,1893,2385,1972,7
123446,1891,2378,2087,7
123447,1910,2339,2029,4
123448,1898,2381,1972,7
123449,1911,2388,1986,7
123450,1889,2389,2060,7
123451,1803,2440,2026,4
123452,1866,2385,2008,7
123453,1908,2389,1990,7
123454,1906,2386,1979,7
123455,1970,2367,2130,1
123456,1898,2381,1984,7
123457,1880,2381,1972,7
123458,1897,2322,2063,4
123459,1886,2384,2011,7
123460,1863,2519,2098,4
123461,1983,2370,2119,1
123462,1969,2373,2116,1
123463,1972,2372,2124,1
123464,1888,2379,2002,7
123465,1909,2387,1979,7
123466,1910,2389,1975,7
123467,1925,2379,2093,7
123468,1971,2376,2120,1
123469,1921,2385,2031,3
123470,1987,2374,2138,1
123471,1894,2387,2030,3
123472,1974,2373,2125,1
123473,1927,2378,2115,7
123474,1897,2383,2033,3
123475,1892,2486,2060,4
123476,1911,2381,2082,7
123477,1900,2385,2059,7
123478,1920,2332,2115,5
123479,1846,2365,2025,3
123480,1983,2370,2139,1
123481,1971,2363,2131,1
123482,1890,2383,2036,7
123483,1975,2362,2151,1
123484,1983,2372,2134,1
123485,1830,2589,2085,4
123486,1831,2357,1999,7
123487,1897,2321,2021,4
123488,1895,2347,2148,2
123489,1917,2387,1992,7
123490,1908,2385,2031,7
123491,1766,2465,2018,4
123492,1895,2386,1998,7
123493,1915,2385,2001,7
123494,1867,2388,2019,7
123495,1974,2378,2129,1
123496,1801,2486,2028,4
123497,1965,2375,2118,1
123498,1906,2379,1972,7
123499,1956,2380,2114,1
123500,1907,2383,1966,7
123501,1915,2315,2028,4
123502,1970,2375,2118,1
123503,1888,2281,2059,4
123504,1885,2321,2049,4
123505,1951,2388,2222,5
123506,1879,2384,1993,3
123507,1871,2389,1997,3
123508,2006,2364,2141,4
123509,1864,2442,2042,6
123510,1885,2349,2045,4
123511,1956,2380,2090,1
123512,1913,2386,1975,7
123513,1897,2380,1997,7
123514,1865,2374,2092,4
123515,1875,2376,2003,7
123516,1900,2391,2008,7
123517,1887,2293,2062,3
123518,1913,2377,2013,7
123519,1943,2379,2154,1
123520,1898,2378,1975,7
123521,1883,2387,1994,7
123522,1917,2294,2042,4
123523,1892,2385,1982,7
123524,1910,2388,1973,7
123525,1891,2384,1984,7
123526,1863,2396,1955,7
123527,1931,2271,2031,4
123528,1898,2392,2006,4
123529,1904,2385,2021,7
123530,1868,2378,1973,6
123531,1960,2375,2112,1
123532,1990,2371,2153,1
123533,1895,2384,2020,7
123534,1909,2387,1986,7
123535,1974,2365,2148,1
123536,1849,2372,1983,7
123537,1921,2389,2027,7
123538,1880,2385,1997,3
123539,1907,2391,2005,3
123540,1910,2383,1975,7
123541,1930,2379,2097,7
123542,1881,2389,2087,4
123543,1975,2375,2116,1
123544,1932,2391,1997,7
123545,1891,2383,1993,7
123546,1903,2388,2008,7
123547,1830,2371,2030,7
123548,1904,2387,2037,3
123549,1916,2378,2115,7
123550,1799,2538,2070,4
123551,1909,2385,1989,7
123552,1891,2391,1983,3
123553,1931,2385,1987,7
123554,1861,2375,2101,4
123555,1862,2398,2041,4
123556,1979,2373,2126,1
123557,1895,2379,2035,4
123558,1901,2389,2044,3
123559,1965,2372,2136,1
123560,1794,2507,2039,4
123561,1898,2391,2003,3
123562,1896,2387,2004,3
123563,1895,2381,2012,7
123564,1865,2379,2010,7
123565,1977,2373,2125,1
123566,1952,2389,2010,7
123567,1908,2382,1985,7
123568,1903,2384,2041,3
123569,1913,2492,2046,4
123570,1930,2387,1993,7
123571,1897,2382,1985,7
123572,1926,2377,2117,7
